Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID,PAYMENTID,EMPLOYEEID
,2463765,17816,56415,2020-12-02 15:20:19.603000,2020-12-02 23:59:59,,,4339676,63730,10862825,8936326,1212
,2463768,17819,1319,2020-12-02 15:20:29.977000,2020-12-02 23:59:59,,,4339680,1522,10862827,8936333,1212
,2463764,17815,440523,2020-12-02 15:20:15.607000,2020-12-02 23:59:59,,,4339674,405415,10862828,8936324,1212
,2464117,17827,417199,2020-12-03 17:08:24.780000,2020-12-03 23:59:59,,,4340195,383066,10863410,8937741,2756
,2464114,17824,440523,2020-12-03 17:08:12.563000,2020-12-03 23:59:59,,,4340192,405495,10863411,8937738,2756
,2464115,17825,1390,2020-12-03 17:08:14.767000,2020-12-03 23:59:59,,,4340193,129621,10863412,8937739,2756
,2464113,17823,284517,2020-12-03 17:08:10.453000,2020-12-03 23:59:59,,,4340190,267340,10863414,8937736,2756
,2464116,17826,436187,2020-12-03 17:08:17.220000,2020-12-03 23:59:59,,,4340194,401718,10863415,8937740,2756
,2464113,17823,284517,2020-12-03 17:08:10.453000,2020-12-03 23:59:59,,,4340191,267340,10863416,8937737,2756
,2463991,17822,357754,2020-12-03 11:48:45.310000,2020-12-12 23:59:59,,,4340028,405323,10863901,8945344,93
,2464276,17831,1380,2020-12-04 09:28:48.547000,2020-12-04 23:59:59,,,4340465,1583,10864130,8938132,2756
,2464273,17828,185699,2020-12-04 09:28:36.210000,2020-12-04 23:59:59,,,4340462,184494,10864131,8938128,2756
,2464275,17830,359601,2020-12-04 09:28:46.460000,2020-12-04 23:59:59,,,4340464,400131,10864132,8938131,2756
,2464277,17832,138571,2020-12-04 09:28:50.787000,2020-12-04 23:59:59,,,4340467,156975,10864133,8938136,2756
,2464274,17829,430548,2020-12-04 09:28:38.583000,2020-12-04 23:59:59,,,4340463,398863,10864136,8938130,2756
,2464276,17831,1380,2020-12-04 09:28:48.547000,2020-12-04 23:59:59,,,4340466,1583,10864142,8938133,2756
,2464563,17835,279446,2020-12-05 09:18:45.043000,2020-12-05 23:59:59,,,4340904,262796,10864697,8939436,2756
,2464562,17834,264420,2020-12-05 09:18:43.183000,2020-12-05 23:59:59,,,4340903,249738,10864699,8939435,2756
,2464565,17837,445393,2020-12-05 09:18:59.980000,2020-12-05 23:59:59,,,4340906,410328,10864700,8939439,2756
,2464566,17838,255332,2020-12-05 09:19:04.167000,2020-12-05 23:59:59,,,4340907,241995,10864701,8939440,2756
,2464564,17836,446656,2020-12-05 09:18:49.750000,2020-12-05 23:59:59,,,4340905,411432,10864704,8939438,2756
,2464561,17833,435055,2020-12-05 09:18:23.893000,2020-12-20 23:59:59,,,4340902,400526,10865036,8952670,2756
,2471432,17934,282952,2020-12-28 10:39:39.050000,2021-01-02 23:59:59,,,4354115,265841,10865041,8939450,93
,2471432,17934,282952,2020-12-28 10:39:39.050000,2021-01-02 23:59:59,,,4354115,265841,10865041,8961630,93
,2466682,17869,419388,2020-12-14 11:00:55.173000,2020-12-29 23:59:59,,,4344699,388231,10865339,8956048,93
,2465016,17842,479357,2020-12-07 11:47:10.083000,2020-12-07 23:59:59,,,4341717,145853,10866054,8940783,93
,2465015,17841,270534,2020-12-07 11:47:06.367000,2020-12-07 23:59:59,,,4341716,254845,10866056,8940782,93
,2465018,17844,447974,2020-12-07 11:47:18.567000,2020-12-07 23:59:59,,,4341720,412650,10866057,8940786,93
,2465017,17843,1310,2020-12-07 11:47:16.177000,2020-12-07 23:59:59,,,4341718,1789,10866061,8940784,93
,2465019,17845,284960,2020-12-07 11:47:20.753000,2020-12-07 23:59:59,,,4341721,399738,10866062,8940788,93
,2467508,17889,359162,2020-12-17 09:28:35.713000,2020-12-21 23:59:59,,,4346195,330258,10866064,8956582,2756
,2465017,17843,1310,2020-12-07 11:47:16.177000,2020-12-07 23:59:59,,,4341719,1789,10866065,8940785,93
,2465013,17839,1441,2020-12-07 11:38:27.037000,2020-12-22 23:59:59,,,4341712,55760,10866808,8951135,93
,2465013,17839,1441,2020-12-07 11:38:27.037000,2020-12-22 23:59:59,,,4341713,55760,10866809,8951136,93
,2465014,17840,122852,2020-12-07 11:38:32.443000,2020-12-21 23:59:59,,,4341714,1827,10866810,8946305,93
,2465014,17840,122852,2020-12-07 11:38:32.443000,2020-12-21 23:59:59,,,4341715,154199,10866811,8946306,93
,2465272,17846,442163,2020-12-08 09:52:12.590000,2020-12-08 23:59:59,,,4342179,406860,10867098,8941509,2082
,2465499,17851,440717,2020-12-09 11:39:03.547000,2020-12-09 23:59:59,,,4342531,405628,10867737,8942481,1212
,2465500,17852,448024,2020-12-09 11:39:05.877000,2020-12-09 23:59:59,,,4342532,412707,10867740,8942482,1212
,2465501,17853,1321,2020-12-09 11:39:08.233000,2020-12-09 23:59:59,,,4342533,1524,10867743,8942483,1212
,2465501,17853,1321,2020-12-09 11:39:08.233000,2020-12-09 23:59:59,,,4342534,1524,10867746,8942484,1212
,2465460,17847,441599,2020-12-09 09:21:48.840000,2020-12-24 23:59:59,,,4342475,406171,10868109,8950637,1212
,2465460,17847,441599,2020-12-09 09:21:48.840000,2020-12-24 23:59:59,,,4342476,406171,10868110,8950638,1212
,2465461,17848,364916,2020-12-09 09:21:53.090000,2020-12-24 23:59:59,,,4342477,334084,10868111,8952842,1212
,2465462,17849,421656,2020-12-09 09:21:56.947000,2020-12-24 23:59:59,,,4342478,387087,10868112,8948399,1212
,2465463,17850,163799,2020-12-09 09:22:00.843000,2020-12-16 23:59:59,,,4342479,163047,10868113,8947788,1212
,2465794,17854,108534,2020-12-10 09:34:33.147000,2020-12-10 23:59:59,,,4343218,217534,10868373,8943376,2082
,2465797,17857,445586,2020-12-10 09:34:39.707000,2020-12-10 23:59:59,,,4343221,410464,10868379,8943379,2082
,2465796,17856,356491,2020-12-10 09:34:37.737000,2020-12-10 23:59:59,,,4343220,328040,10868380,8943378,2082
,2465795,17855,273819,2020-12-10 09:34:35.660000,2020-12-10 23:59:59,,,4343219,401651,10868382,8943377,2082
,2466080,17858,424392,2020-12-11 11:13:41.087000,2020-12-11 23:59:59,,,4343745,389846,10868977,8944570,93
,2466082,17860,184477,2020-12-11 11:13:45.473000,2020-12-11 23:59:59,,,4343747,183301,10868979,8944572,93
,2466083,17861,442277,2020-12-11 11:13:53.910000,2020-12-11 23:59:59,,,4343748,406957,10868980,8944573,93
,2466081,17859,229961,2020-12-11 11:13:43.450000,2020-12-11 23:59:59,,,4343746,223293,10868981,8944571,93
,2466688,17874,374111,2020-12-14 11:09:59.903000,2020-12-11 23:59:59,,,4344710,385648,10868983,8946288,93
,2466295,17867,438322,2020-12-12 09:21:49.203000,2020-12-12 23:59:59,,,4344078,403698,10871834,8945343,2756
,2466294,17866,433417,2020-12-12 09:21:47.063000,2020-12-12 23:59:59,,,4344077,398952,10871835,8945342,2756
,2466249,17862,439881,2020-12-12 08:57:56.500000,2020-12-19 23:59:59,,,4343989,404967,10873286,8951905,2756
,2466249,17862,439881,2020-12-12 08:57:56.500000,2020-12-19 23:59:59,,,4343990,404965,10873287,8951906,2756
,2466250,17863,361819,2020-12-12 08:58:00.997000,2020-12-17 23:59:59,,,4343991,332345,10873288,8948213,2756
,2466251,17864,80049,2020-12-12 08:58:04.730000,2020-12-27 23:59:59,,,4343992,86393,10873289,8955168,2756
,2466251,17864,80049,2020-12-12 08:58:04.730000,2020-12-27 23:59:59,,,4343993,330254,10873290,8955169,2756
,2466252,17865,86147,2020-12-12 08:58:08.527000,2020-12-14 23:59:59,,,4343994,93355,10873291,8954732,2756
,2466252,17865,86147,2020-12-12 08:58:08.527000,2020-12-14 23:59:59,,,4343995,93355,10873292,8954733,2756
,2466691,17877,297114,2020-12-14 11:10:11.323000,2020-12-13 23:59:59,,,4344714,278355,10873544,8946292,93
,2472196,17957,226303,2020-12-31 09:27:49.213000,2021-01-06 23:59:59,,,4355555,219990,10873545,8960288,2756
,2466685,17871,445720,2020-12-14 11:09:52.753000,2020-12-14 23:59:59,,,4344706,410579,10874826,8946283,93
,2466689,17875,290337,2020-12-14 11:10:06.883000,2020-12-14 23:59:59,,,4344711,272712,10874827,8946289,93
,2466693,17879,434923,2020-12-14 11:10:15.600000,2020-12-14 23:59:59,,,4344716,400406,10874828,8946294,93
,2466690,17876,61126,2020-12-14 11:10:09.043000,2020-12-14 23:59:59,,,4344712,68158,10874829,8946290,93
,2466692,17878,1357,2020-12-14 11:10:13.360000,2020-12-14 23:59:59,,,4344715,124085,10874830,8946293,93
,2466686,17872,423535,2020-12-14 11:09:55.190000,2020-12-14 23:59:59,,,4344707,388976,10874831,8946284,93
,2466687,17873,424454,2020-12-14 11:09:57.760000,2020-12-14 23:59:59,,,4344708,404933,10874833,8946285,93
,2466690,17876,61126,2020-12-14 11:10:09.043000,2020-12-14 23:59:59,,,4344713,68158,10874834,8946291,93
,2466681,17868,441599,2020-12-14 11:00:49.987000,2020-12-29 23:59:59,,,4344697,406354,10875241,8950639,93
,2466682,17869,419388,2020-12-14 11:00:55.173000,2020-12-29 23:59:59,,,4344700,388231,10875242,8956051,93
,2466683,17870,284085,2020-12-14 11:00:59.203000,2020-12-28 23:59:59,,,4344701,266895,10875243,8953834,93
,2466683,17870,284085,2020-12-14 11:00:59.203000,2020-12-28 23:59:59,,,4344702,266895,10875244,8953835,93
,2466938,17881,238231,2020-12-15 09:45:18.450000,2020-12-15 23:59:59,,,4345098,250820,10875507,8946956,2082
,2466939,17882,251067,2020-12-15 09:45:21.007000,2020-12-15 23:59:59,,,4345099,238035,10875508,8946957,2082
,2466889,17880,41035,2020-12-15 09:00:57.153000,2020-12-30 23:59:59,,,4345007,46711,10875917,8955898,2082
,2467238,17888,445841,2020-12-16 12:29:52.237000,2020-12-16 23:59:59,,,4345703,410696,10876351,8947787,1212
,2467237,17887,375717,2020-12-16 12:29:49.923000,2020-12-16 23:59:59,,,4345702,384197,10876352,8947786,1212
,2467235,17885,238028,2020-12-16 12:29:45.517000,2020-12-16 23:59:59,,,4345700,228901,10876353,8947783,1212
,2467236,17886,290487,2020-12-16 12:29:47.563000,2020-12-16 23:59:59,,,4345701,272861,10876354,8947784,1212
,2467170,17883,48348,2020-12-16 09:23:01.237000,2020-12-31 23:59:59,,,4345568,54734,10876765,8950585,1212
,2467171,17884,33259,2020-12-16 09:23:06.110000,2020-12-26 23:59:59,,,4345569,36864,10876766,8970860,1212
,2467171,17884,33259,2020-12-16 09:23:06.110000,2020-12-26 23:59:59,,,4345569,36864,10876766,8970861,1212
,2467171,17884,33259,2020-12-16 09:23:06.110000,2020-12-26 23:59:59,,,4345570,36864,10876767,8970862,1212
,2467512,17893,136078,2020-12-17 09:29:08.703000,2020-12-17 23:59:59,,,4346201,137163,10877142,8948215,2756
,2467511,17892,447166,2020-12-17 09:29:06.243000,2020-12-17 23:59:59,,,4346200,411845,10877144,8948214,2756
,2467513,17894,1310,2020-12-17 09:29:10.810000,2020-12-17 23:59:59,,,4346203,1806,10877145,8948217,2756
,2467512,17893,136078,2020-12-17 09:29:08.703000,2020-12-17 23:59:59,,,4346202,137163,10877148,8948216,2756
,2467508,17889,359162,2020-12-17 09:28:35.713000,2020-12-21 23:59:59,,,4346196,330258,10877445,8956587,2756
,2467508,17889,359162,2020-12-17 09:28:35.713000,2020-12-21 23:59:59,,,4346196,330258,10877445,8956588,2756
,2467509,17890,1400,2020-12-17 09:28:40.763000,2021-01-01 00:00:00,,,4346197,1605,10877446,8957629,2756
,2467509,17890,1400,2020-12-17 09:28:40.763000,2021-01-01 00:00:00,,,4346198,1605,10877447,8957630,2756
,2467510,17891,421996,2020-12-17 09:28:45.177000,2021-01-01 23:59:59,,,4346199,387433,10877448,8949222,2756
,2467952,17897,423618,2020-12-18 09:20:21.217000,2020-12-18 23:59:59,,,4347045,389078,10878018,8948822,2756
,2467951,17896,433510,2020-12-18 09:20:19.217000,2020-12-18 23:59:59,,,4347044,399052,10878021,8948821,2756
,2467953,17898,439819,2020-12-18 09:20:23.030000,2020-12-18 23:59:59,,,4347046,404922,10878023,8948823,2756
,2468686,17904,130807,2020-12-19 09:19:55.173000,2020-12-19 23:59:59,,,4348248,131566,10879238,8949633,2756
,2468685,17903,63628,2020-12-19 09:19:52.483000,2020-12-19 23:59:59,,,4348247,70960,10879241,8949630,2756
,2468683,17901,1478,2020-12-19 09:19:48.057000,2020-12-19 23:59:59,,,4348244,1684,10879243,8949627,2756
,2468682,17900,297401,2020-12-19 09:19:41.483000,2020-12-19 23:59:59,,,4348243,278673,10879246,8949626,2756
,2468681,17899,423645,2020-12-19 09:19:37.540000,2020-12-19 23:59:59,,,4348242,389119,10879247,8949624,2756
,2470673,17924,422656,2020-12-26 09:15:44.587000,2020-12-19 23:59:59,,,4352869,389681,10879248,8952838,2756
,2468684,17902,169512,2020-12-19 09:19:50.130000,2020-12-19 23:59:59,,,4348246,168477,10879249,8949629,2756
,2468683,17901,1478,2020-12-19 09:19:48.057000,2020-12-19 23:59:59,,,4348245,1684,10879251,8949628,2756
,2469260,17905,223447,2020-12-21 11:48:56.630000,2020-12-20 23:59:59,,,4349164,217239,10879879,8950396,93
,2469261,17906,253708,2020-12-21 11:48:58.927000,2020-12-20 23:59:59,,,4349165,406030,10879883,8950397,93
,2469262,17907,360146,2020-12-21 11:49:01.003000,2020-12-21 23:59:59,,,4349166,331030,10880292,8950398,93
,2469643,17912,446077,2020-12-22 09:24:27.050000,2020-12-22 23:59:59,,,4351123,410896,10881387,8951139,2082
,2469640,17909,435108,2020-12-22 09:24:12.880000,2020-12-22 23:59:59,,,4351119,400602,10881388,8951133,2082
,2469642,17911,377796,2020-12-22 09:24:23.160000,2020-12-22 23:59:59,,,4351122,341291,10881392,8951138,2082
,2469644,17913,295566,2020-12-22 09:24:28.957000,2020-12-22 23:59:59,,,4351125,277165,10881393,8951141,2082
,2469639,17908,438702,2020-12-22 09:24:10.553000,2020-12-22 23:59:59,,,4351117,405991,10881395,8951131,2082
,2469641,17910,360179,2020-12-22 09:24:21.037000,2020-12-22 23:59:59,,,4351121,331059,10881396,8951137,2082
,2472196,17957,226303,2020-12-31 09:27:49.213000,2021-01-06 23:59:59,,,4355556,219990,10881398,8960289,2756
,2469640,17909,435108,2020-12-22 09:24:12.880000,2020-12-22 23:59:59,,,4351120,400602,10881399,8951134,2082
,2469639,17908,438702,2020-12-22 09:24:10.553000,2020-12-22 23:59:59,,,4351118,405991,10881400,8951132,2082
,2469643,17912,446077,2020-12-22 09:24:27.050000,2020-12-22 23:59:59,,,4351124,410896,10881401,8951140,2082
,2469953,17915,215720,2020-12-23 09:21:24.807000,2020-12-23 23:59:59,,,4351702,262533,10882084,8951769,2756
,2469954,17916,446127,2020-12-23 09:21:31.353000,2020-12-23 23:59:59,,,4351703,413811,10882085,8951770,2756
,2469956,17918,74339,2020-12-23 09:21:36.553000,2020-12-23 23:59:59,,,4351705,334282,10882088,8951775,2756
,2469952,17914,27302,2020-12-23 09:21:22.387000,2020-12-23 23:59:59,,,4351701,31613,10882089,8951767,2756
,2469955,17917,447415,2020-12-23 09:21:34.600000,2020-12-23 23:59:59,,,4351704,412054,10882090,8951771,2756
,2470674,17925,136573,2020-12-26 09:15:50.930000,2020-12-24 23:59:59,,,4352871,137660,10883010,8952840,2756
,2470676,17927,446153,2020-12-26 09:15:58.053000,2020-12-24 23:59:59,,,4352874,410955,10883013,8952844,2756
,2470671,17922,444796,2020-12-26 09:15:38.650000,2020-12-24 23:59:59,,,4352867,410565,10883014,8952833,2756
,2470682,17931,1310,2020-12-26 09:16:12.753000,2020-12-24 23:59:59,,,4352881,1602,10883015,8952849,2756
,2470677,17928,418010,2020-12-26 09:16:04.363000,2020-12-24 23:59:59,,,4352875,403253,10883016,8952845,2756
,2470674,17925,136573,2020-12-26 09:15:50.930000,2020-12-24 23:59:59,,,4352872,137660,10883018,8952841,2756
,2470680,17930,446226,2020-12-26 09:16:08.863000,2020-12-25 23:59:59,,,4352879,411015,10883442,8952848,2756
,2470684,17932,435982,2020-12-26 09:16:18.720000,2020-12-25 23:59:59,,,4352883,401496,10883443,8952850,2756
,2470675,17926,437676,2020-12-26 09:15:55.943000,2020-12-25 23:59:59,,,4352873,403178,10883445,8952843,2756
,2470684,17932,435982,2020-12-26 09:16:18.720000,2020-12-25 23:59:59,,,4352884,401496,10883447,8952851,2756
,2470679,17929,89535,2020-12-26 09:16:06.503000,2020-12-26 23:59:59,,,4352877,96207,10883727,8952846,2756
,2470672,17923,446261,2020-12-26 09:15:41.540000,2020-12-26 23:59:59,,,4352868,411849,10883728,8952835,2756
,2470686,17933,446259,2020-12-26 09:16:21.017000,2020-12-26 23:59:59,,,4352891,411058,10883732,8952852,2756
,2470673,17924,422656,2020-12-26 09:15:44.587000,2020-12-19 23:59:59,,,4352870,389681,10883734,8952839,2756
,2470679,17929,89535,2020-12-26 09:16:06.503000,2020-12-26 23:59:59,,,4352878,96207,10883736,8952847,2756
,2470663,17919,249897,2020-12-26 08:46:16.973000,2021-01-01 23:59:59,,,4352856,237009,10884087,8965841,2756
,2470665,17921,122083,2020-12-26 08:46:25.220000,2021-01-10 23:59:59,,,4352858,120450,10884088,8963369,2756
,2471436,17938,1555,2020-12-28 10:40:39.443000,2020-12-27 23:59:59,,,4354120,1764,10884439,8953831,93
,2472072,17950,364966,2020-12-30 12:29:13.363000,2020-12-27 23:59:59,,,4355313,334115,10884440,8955895,1212
,2471437,17939,433118,2020-12-28 10:40:41.600000,2020-12-27 23:59:59,,,4354122,398607,10884444,8953833,93
,2471439,17941,380512,2020-12-28 10:40:54.157000,2020-12-27 23:59:59,,,4354124,343359,10884446,8953837,93
,2471436,17938,1555,2020-12-28 10:40:39.443000,2020-12-27 23:59:59,,,4354121,1764,10884452,8953832,93
,2471435,17937,181379,2020-12-28 10:40:37.257000,2020-12-28 23:59:59,,,4354119,179977,10884799,8953830,93
,2471438,17940,358314,2020-12-28 10:40:51.550000,2020-12-28 23:59:59,,,4354123,389116,10884800,8953836,93
,2471440,17942,1310,2020-12-28 10:40:56.597000,2020-12-28 23:59:59,,,4354125,1513,10884801,8953838,93
,2471433,17935,123935,2020-12-28 10:39:44.080000,2021-01-11 23:59:59,,,4354116,253406,10885488,8967422,93
,2471433,17935,123935,2020-12-28 10:39:44.080000,2021-01-11 23:59:59,,,4354117,253406,10885489,8967423,93
,2471434,17936,1436,2020-12-28 10:39:47.080000,2021-01-12 23:59:59,,,4354118,1642,10885490,8972114,93
,2471753,17946,435350,2020-12-29 09:37:20.373000,2020-12-29 23:59:59,,,4354738,400873,10885887,8954678,2082
,2471755,17948,293548,2020-12-29 09:37:24.847000,2020-12-29 23:59:59,,,4354741,275528,10885888,8954681,2082
,2471754,17947,1513,2020-12-29 09:37:22.580000,2020-12-29 23:59:59,,,4354740,1719,10885889,8954680,2082
,2471752,17945,434457,2020-12-29 09:37:16.507000,2020-12-29 23:59:59,,,4354737,399970,10885890,8954677,2082
,2471756,17949,365037,2020-12-29 09:37:32.307000,2020-12-29 23:59:59,,,4354742,334395,10885891,8954682,2082
,2471753,17946,435350,2020-12-29 09:37:20.373000,2020-12-29 23:59:59,,,4354739,400873,10885894,8954679,2082
,2471750,17943,424183,2020-12-29 09:36:41.590000,2021-01-05 23:59:59,,,4354735,389646,10886280,8964736,2082
,2471751,17944,123837,2020-12-29 09:36:45.353000,2021-01-08 23:59:59,,,4354736,122415,10886281,8967956,2082
,2472075,17953,440357,2020-12-30 12:29:28.750000,2020-12-30 23:59:59,,,4355316,405332,10886704,8955900,1212
,2472074,17952,433754,2020-12-30 12:29:18.457000,2020-12-30 23:59:59,,,4355315,399257,10886709,8955897,1212
,2472076,17954,446452,2020-12-30 12:29:30.750000,2020-12-30 23:59:59,,,4355317,411233,10886710,8955901,1212
,2472073,17951,448659,2020-12-30 12:29:15.927000,2020-12-30 23:59:59,,,4355314,413462,10886711,8955896,1212
,2472198,17959,371371,2020-12-31 09:28:17.400000,2020-12-31 23:59:59,,,4355560,337137,10887444,8956563,2756
,2472199,17960,269645,2020-12-31 09:28:21.243000,2020-12-31 23:59:59,,,4355561,254082,10887445,8956564,2756
,2472194,17955,446698,2020-12-31 09:27:41.933000,2021-01-05 23:59:59,,,4355551,411454,10887791,8961041,2756
,2472195,17956,297210,2020-12-31 09:27:46.743000,2021-01-15 23:59:59,,,4355552,278418,10887792,8969041,2756
,2472196,17957,226303,2020-12-31 09:27:49.213000,2021-01-06 23:59:59,,,4355557,219990,10887793,8991495,2756
,2483485,18104,226303,2021-02-01 09:28:48.800000,2021-02-06 23:59:59,,,4375099,219990,10887793,8991495,2756
,2494113,18243,226303,2021-03-01 09:25:46.097000,2021-03-06 23:59:59,,,4393322,219990,10887793,8991495,2756
,2472196,17957,226303,2020-12-31 09:27:49.213000,2021-01-06 23:59:59,,,4355557,219990,10887793,9013466,2756
,2483485,18104,226303,2021-02-01 09:28:48.800000,2021-02-06 23:59:59,,,4375099,219990,10887793,9013466,2756
,2494113,18243,226303,2021-03-01 09:25:46.097000,2021-03-06 23:59:59,,,4393322,219990,10887793,9013466,2756
,2472196,17957,226303,2020-12-31 09:27:49.213000,2021-01-06 23:59:59,,,4355558,219990,10887794,9013467,2756
,2483485,18104,226303,2021-02-01 09:28:48.800000,2021-02-06 23:59:59,,,4375100,219990,10887794,9013467,2756
,2494113,18243,226303,2021-03-01 09:25:46.097000,2021-03-06 23:59:59,,,4393323,219990,10887794,9013467,2756
,2472197,17958,422519,2020-12-31 09:27:51.713000,2021-01-15 23:59:59,,,4355559,387950,10887795,8978141,2756
,2472606,17969,1433,2021-01-01 09:39:09.283000,2021-01-01 00:00:00,,,4356024,1639,10889087,8957633,2756
,2472604,17967,441759,2021-01-01 09:39:04.700000,2021-01-01 23:59:59,,,4356022,406500,10889091,8957631,2756
,2472605,17968,1508,2021-01-01 09:39:07.277000,2021-01-01 00:00:00,,,4356023,1714,10889093,8957632,2756
,2472602,17965,123174,2021-01-01 09:38:52.717000,2021-01-01 23:59:59,,,4356018,121629,10889095,8957625,2756
,2472601,17964,1301,2021-01-01 09:38:50.290000,2021-01-01 00:00:00,,,4356016,1504,10889097,8957623,2756
,2472603,17966,1309,2021-01-01 09:38:54.700000,2021-01-01 00:00:00,,,4356020,1512,10889099,8957627,2756
,2472601,17964,1301,2021-01-01 09:38:50.290000,2021-01-01 00:00:00,,,4356017,1504,10889101,8957624,2756
,2472602,17965,123174,2021-01-01 09:38:52.717000,2021-01-01 23:59:59,,,4356019,121629,10889102,8957626,2756
,2472603,17966,1309,2021-01-01 09:38:54.700000,2021-01-01 00:00:00,,,4356021,1512,10889103,8957628,2756
,2472598,17961,130249,2021-01-01 09:37:32.730000,2021-01-06 23:59:59,,,4356012,130983,10897777,8966043,2756
,2472599,17962,285154,2021-01-01 09:37:37.403000,2021-01-10 23:59:59,,,4356013,384858,10897778,8974422,2756
,2472600,17963,360606,2021-01-01 09:37:40.350000,2021-01-06 23:59:59,,,4356014,331393,10897779,8967259,2756
,2472600,17963,360606,2021-01-01 09:37:40.350000,2021-01-06 23:59:59,,,4356015,331393,10897780,8967260,2756
,2473723,17972,1425,2021-01-02 09:35:03.193000,2021-01-02 23:59:59,,,4357300,47798,10897811,8959493,2756
,2473725,17974,289574,2021-01-02 09:35:11.300000,2021-01-02 23:59:59,,,4357303,272040,10897813,8959496,2756
,2473726,17975,423119,2021-01-02 09:35:13.753000,2021-01-02 23:59:59,,,4357304,388602,10897814,8959497,2756
,2473724,17973,1319,2021-01-02 09:35:09.423000,2021-01-02 23:59:59,,,4357301,1522,10897816,8959494,2756
,2473722,17971,56415,2021-01-02 09:35:01.270000,2021-01-02 23:59:59,,,4357298,63730,10897817,8959489,2756
,2473721,17970,439144,2021-01-02 09:34:58.193000,2021-01-02 23:59:59,,,4357297,404339,10897818,8959488,2756
,2473722,17971,56415,2021-01-02 09:35:01.270000,2021-01-02 23:59:59,,,4357299,63730,10897822,8959490,2756
,2473724,17973,1319,2021-01-02 09:35:09.423000,2021-01-02 23:59:59,,,4357302,1522,10897824,8959495,2756
,2474468,17980,440523,2021-01-04 09:26:46.970000,2021-01-03 23:59:59,,,4358256,405495,10898728,8961812,2756
,2474471,17982,1390,2021-01-04 09:26:55.460000,2021-01-03 23:59:59,,,4358259,129621,10898730,8961816,2756
,2474462,17977,445294,2021-01-04 09:26:40.093000,2021-01-03 23:59:59,,,4358248,410221,10898731,8961804,2756
,2474464,17978,284517,2021-01-04 09:26:42.523000,2021-01-03 23:59:59,,,4358250,267340,10898732,8961806,2756
,2474472,17983,436187,2021-01-04 09:26:57.897000,2021-01-03 23:59:59,,,4358260,401718,10898733,8961817,2756
,2474464,17978,284517,2021-01-04 09:26:42.523000,2021-01-03 23:59:59,,,4358251,267340,10898736,8961807,2756
,2474476,17985,1380,2021-01-04 09:27:07.627000,2021-01-04 23:59:59,,,4358265,1583,10899025,8961824,2756
,2474466,17979,185699,2021-01-04 09:26:44.463000,2021-01-04 23:59:59,,,4358254,184494,10899027,8961810,2756
,2474474,17984,359601,2021-01-04 09:27:01.583000,2021-01-04 23:59:59,,,4358262,400131,10899028,8961821,2756
,2474478,17986,138571,2021-01-04 09:27:09.800000,2021-01-04 23:59:59,,,4358269,156975,10899029,8961830,2756
,2474469,17981,430548,2021-01-04 09:26:49.293000,2021-01-04 23:59:59,,,4358257,398863,10899033,8961814,2756
,2474476,17985,1380,2021-01-04 09:27:07.627000,2021-01-04 23:59:59,,,4358266,1583,10899040,8961825,2756
,2482392,18084,282952,2021-01-28 09:43:54.647000,2021-02-02 23:59:59,,,4373421,265841,10899345,8961631,2756
,2482392,18084,282952,2021-01-28 09:43:54.647000,2021-02-02 23:59:59,,,4373421,265841,10899345,8993713,2756
,2474454,17976,357754,2021-01-04 09:26:16.257000,2021-01-12 23:59:59,,,4358239,405323,10899379,8970850,2756
,2475431,17989,279446,2021-01-05 12:01:39.557000,2021-01-05 23:59:59,,,4359697,262796,10899912,8964735,93
,2475430,17988,264420,2021-01-05 12:01:37.387000,2021-01-05 23:59:59,,,4359696,249738,10899913,8964734,93
,2475433,17991,445393,2021-01-05 12:01:50.633000,2021-01-05 23:59:59,,,4359699,410328,10899914,8964738,93
,2475434,17992,255332,2021-01-05 12:01:52.697000,2021-01-05 23:59:59,,,4359700,241995,10899915,8964739,93
,2475432,17990,446656,2021-01-05 12:01:43.417000,2021-01-05 23:59:59,,,4359698,411432,10899917,8964737,93
,2475429,17987,435055,2021-01-05 12:00:21.230000,2021-01-20 23:59:59,,,4359695,400526,10900453,8979002,93
,2475680,17993,122852,2021-01-06 11:08:59.753000,2021-01-21 23:59:59,,,4360104,1827,10901489,8972028,1212
,2475680,17993,122852,2021-01-06 11:08:59.753000,2021-01-21 23:59:59,,,4360105,154199,10901490,8972029,1212
,2475943,17996,479357,2021-01-07 09:22:23.427000,2021-01-07 23:59:59,,,4360601,145853,10901745,8966979,2756
,2475942,17995,270534,2021-01-07 09:22:21.527000,2021-01-07 23:59:59,,,4360600,254845,10901747,8966978,2756
,2475945,17998,447974,2021-01-07 09:22:27.890000,2021-01-07 23:59:59,,,4360604,412650,10901748,8966982,2756
,2475944,17997,1310,2021-01-07 09:22:25.703000,2021-01-07 23:59:59,,,4360602,1789,10901752,8966980,2756
,2475946,17999,284960,2021-01-07 09:22:33.867000,2021-01-07 23:59:59,,,4360605,399738,10901753,8966984,2756
,2475944,17997,1310,2021-01-07 09:22:25.703000,2021-01-07 23:59:59,,,4360603,1789,10901756,8966981,2756
,2475941,17994,1441,2021-01-07 09:22:00.757000,2021-01-22 23:59:59,,,4360598,55760,10902275,8976979,2756
