Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID
,2314376,15963,143197,2019-11-15 10:32:04.873000,2019-10-28 23:59:59,,,4088148,144562,10168174
,2314376,15963,143197,2019-11-15 10:32:04.873000,2019-10-28 23:59:59,,,4088149,144562,10168185
,2314376,15963,143197,2019-11-15 10:32:04.873000,2019-10-28 23:59:59,,,4088150,144562,10343328
,2314376,15963,143197,2019-11-15 10:32:04.873000,2019-10-28 23:59:59,,,4088151,144562,10354941
,2314377,15964,251067,2019-11-15 10:32:06.607000,2019-11-15 23:59:59,,,4088152,238035,10356381
,2314531,15965,1400,2019-11-16 09:27:06.093000,2019-12-01 00:00:00,,,4088400,1605,10358236
,2314531,15965,1400,2019-11-16 09:27:06.093000,2019-12-01 00:00:00,,,4088401,1605,10358237
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088402,36864,10122170
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088403,36864,10122171
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088404,36864,10158879
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088405,36864,10158880
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088406,36864,10349858
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088407,36864,10164223
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088408,36864,10344492
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088409,36864,10342186
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088410,36864,10358241
,2314532,15966,33259,2019-11-16 09:27:11.310000,2019-11-26 23:59:59,,,4088411,36864,10358242
,2314533,15967,238028,2019-11-16 09:27:46.503000,2019-11-16 23:59:59,,,4088412,228901,10357507
,2314534,15968,290487,2019-11-16 09:27:48.723000,2019-11-16 23:59:59,,,4088413,272861,10357508
,2314535,15969,297247,2019-11-16 09:27:52.207000,2019-11-16 23:59:59,,,4088414,278449,10357509
,2314536,15970,423567,2019-11-16 09:27:54.313000,2019-11-16 23:59:59,,,4088415,389015,10357504
,2314537,15971,375717,2019-11-16 09:28:02.047000,2019-11-16 23:59:59,,,4088416,384197,10357506
,2315278,15972,359162,2019-11-18 09:26:31.373000,2019-11-21 23:59:59,,,4089649,330258,10159604
,2315278,15972,359162,2019-11-18 09:26:31.373000,2019-11-21 23:59:59,,,4089650,330258,10358282
,2315278,15972,359162,2019-11-18 09:26:31.373000,2019-11-21 23:59:59,,,4089651,330258,10344703
,2315278,15972,359162,2019-11-18 09:26:31.373000,2019-11-21 23:59:59,,,4089652,330258,10168182
,2315278,15972,359162,2019-11-18 09:26:31.373000,2019-11-21 23:59:59,,,4089653,330258,10359973
,2315279,15973,281153,2019-11-18 09:26:34.983000,2019-11-25 23:59:59,,,4089654,264220,10359974
,2315280,15974,136078,2019-11-18 09:27:22.297000,2019-11-17 23:59:59,,,4089655,137163,10358857
,2315280,15974,136078,2019-11-18 09:27:22.297000,2019-11-17 23:59:59,,,4089656,137163,10358862
,2315281,15975,357953,2019-11-18 09:27:24.087000,2019-11-18 23:59:59,,,4089657,329299,10359467
,2315282,15976,1310,2019-11-18 09:27:29.897000,2019-11-17 23:59:59,,,4089658,1806,10358858
,2315283,15977,184877,2019-11-18 09:27:32.157000,2019-11-18 23:59:59,,,4089659,183708,10359470
,2315284,15978,423618,2019-11-18 09:27:34.480000,2019-11-18 23:59:59,,,4089660,389078,10359469
,2316615,15979,1478,2019-11-19 09:31:25.710000,2019-11-19 23:59:59,,,4091319,1684,10361318
,2316615,15979,1478,2019-11-19 09:31:25.710000,2019-11-19 23:59:59,,,4091320,1684,10361328
,2316616,15980,169512,2019-11-19 09:31:29.153000,2019-11-19 23:59:59,,,4091321,168477,10361323
,2316617,15981,63628,2019-11-19 09:31:35.460000,2019-11-19 23:59:59,,,4091322,70960,10361316
,2316618,15982,417793,2019-11-19 09:31:37.537000,2019-11-19 23:59:59,,,4091323,383544,10361313
,2316619,15983,130807,2019-11-19 09:31:40.617000,2019-11-19 23:59:59,,,4091324,131566,10361312
,2317198,15984,223447,2019-11-20 10:13:44.327000,2019-11-20 23:59:59,,,4092356,217239,10362460
,2317199,15985,288305,2019-11-20 10:13:48.293000,2019-11-20 23:59:59,,,4092357,270777,10362458
,2317200,15986,253708,2019-11-20 10:13:55.293000,2019-11-20 23:59:59,,,4092358,240432,10362464
,2317201,15987,421468,2019-11-20 10:15:37.307000,2019-11-20 23:59:59,,,4092359,386986,10362459
,2317203,15988,375702,2019-11-20 10:51:14.653000,2019-11-15 23:59:59,,,4092379,383409,10356384
,2317403,15989,297401,2019-11-21 09:12:35.867000,2019-11-19 23:59:59,,,4092734,278673,10361320
,2317430,15990,259276,2019-11-21 11:28:05.123000,2019-11-21 23:59:59,,,4092772,245386,10363300
,2317431,15991,360146,2019-11-21 11:28:07.437000,2019-11-21 23:59:59,,,4092773,331030,10363301
,2317697,15992,360179,2019-11-22 11:49:40.280000,2019-11-22 23:59:59,,,4093262,331059,10364117
,2317698,15993,377796,2019-11-22 11:49:42.717000,2019-11-22 23:59:59,,,4093263,341291,10364114
,2317699,15994,295566,2019-11-22 11:49:46.067000,2019-11-22 23:59:59,,,4093264,277165,10364115
,2318334,15995,419845,2019-11-23 10:00:17.300000,2019-12-08 23:59:59,,,4095131,385476,10342072
,2318334,15995,419845,2019-11-23 10:00:17.300000,2019-12-08 23:59:59,,,4095132,385476,10356385
,2318334,15995,419845,2019-11-23 10:00:17.300000,2019-12-08 23:59:59,,,4095133,385476,10365950
,2318335,15996,27302,2019-11-23 10:01:15.563000,2019-11-23 23:59:59,,,4095134,31613,10365527
,2318336,15997,215720,2019-11-23 10:01:17.790000,2019-11-23 23:59:59,,,4095135,262533,10365522
,2318337,15998,159089,2019-11-23 10:01:19.947000,2019-11-23 23:59:59,,,4095136,160644,10365524
,2318338,15999,74339,2019-11-23 10:01:26.867000,2019-11-23 23:59:59,,,4095137,334282,10365526
,2318674,16000,249897,2019-11-25 10:59:47.387000,2019-12-01 23:59:59,,,4095739,237009,10367401
,2318675,16001,122083,2019-11-25 10:59:51.043000,2019-12-10 23:59:59,,,4095740,120450,10367402
,2318679,16002,1543,2019-11-25 11:00:46.663000,2019-11-25 23:59:59,,,4095744,124347,10366616
,2318680,16003,136573,2019-11-25 11:00:48.993000,2019-11-24 23:59:59,,,4095745,137660,10366164
,2318680,16003,136573,2019-11-25 11:00:48.993000,2019-11-24 23:59:59,,,4095746,137660,10366172
,2318681,16004,357150,2019-11-25 11:00:51.837000,2019-11-25 23:59:59,,,4095747,329203,10366617
,2318682,16005,418010,2019-11-25 11:00:59.617000,2019-11-24 23:59:59,,,4095748,383705,10366170
,2318683,16006,1310,2019-11-25 11:01:01.477000,2019-11-24 23:59:59,,,4095749,1602,10366169
,2318684,16007,359292,2019-11-25 11:01:04.723000,2019-11-25 23:59:59,,,4095750,330365,10366615
,2319102,16008,123935,2019-11-26 11:45:45.037000,2019-12-11 23:59:59,,,4096486,253406,10368560
,2319102,16008,123935,2019-11-26 11:45:45.037000,2019-12-11 23:59:59,,,4096487,253406,10368561
,2319103,16009,423435,2019-11-26 11:45:48.033000,2019-12-11 23:59:59,,,4096488,388878,10368562
,2319103,16009,423435,2019-11-26 11:45:48.033000,2019-12-11 23:59:59,,,4096489,388878,10368563
,2319104,16010,423860,2019-11-26 11:46:43.423000,2019-11-26 23:59:59,,,4096490,389335,10367723
,2319105,16011,89535,2019-11-26 11:46:47,2019-11-26 23:59:59,,,4096491,96207,10367726
,2319105,16011,89535,2019-11-26 11:46:47,2019-11-26 23:59:59,,,4096492,96207,10367733
,2319106,16012,420460,2019-11-26 11:46:48.937000,2019-11-26 23:59:59,,,4096493,386100,10367724
,2319292,16013,282952,2019-11-27 10:32:01.073000,2019-12-02 23:59:59,,,4096883,265841,10369320
,2319293,16014,1436,2019-11-27 10:32:06.383000,2019-12-12 23:59:59,,,4096884,1642,10369321
,2319295,16015,364966,2019-11-27 11:01:23.550000,2019-11-27 23:59:59,,,4096886,334115,10368797
,2319296,16016,1555,2019-11-27 11:01:26.097000,2019-11-27 23:59:59,,,4096887,1764,10368796
,2319296,16016,1555,2019-11-27 11:01:26.097000,2019-11-27 23:59:59,,,4096888,1764,10368810
,2319297,16017,380526,2019-11-27 11:01:30.343000,2019-11-27 23:59:59,,,4096889,397143,10368794
,2319298,16018,361206,2019-11-27 11:01:32.330000,2019-11-27 23:59:59,,,4096890,331850,10368806
,2319299,16019,380512,2019-11-27 11:01:38.563000,2019-11-27 23:59:59,,,4096891,343359,10368804
,2319310,16020,424709,2019-11-27 11:56:33.610000,2019-11-27 11:56:33.610000,,,4096906,398605,10369350
,2319598,16021,424183,2019-11-29 09:11:22.530000,2019-12-05 23:59:59,,,4097446,389646,10370531
,2319660,16022,181379,2019-11-29 11:04:54.827000,2019-11-28 23:59:59,,,4097523,179977,10369536
,2319661,16023,143263,2019-11-29 11:04:58.763000,2019-11-28 23:59:59,,,4097524,144829,10369530
,2319662,16024,1513,2019-11-29 11:05:07.760000,2019-11-29 23:59:59,,,4097525,1719,10369996
,2319663,16025,293548,2019-11-29 11:05:16.650000,2019-11-29 23:59:59,,,4097526,275528,10369995
,2319664,16026,1497,2019-11-29 11:05:21.570000,2019-11-28 23:59:59,,,4097527,1703,10369533
,2319665,16027,358314,2019-11-29 11:05:28.037000,2019-11-28 23:59:59,,,4097528,389116,10369537
,2319666,16028,143197,2019-11-29 11:05:32.143000,2019-11-28 23:59:59,,,4097529,144562,10369535
,2319666,16028,143197,2019-11-29 11:05:32.143000,2019-11-28 23:59:59,,,4097530,144562,10369544
,2319667,16029,80105,2019-11-29 11:05:36.830000,2019-11-28 23:59:59,,,4097531,86473,10369534
,2319667,16029,80105,2019-11-29 11:05:36.830000,2019-11-28 23:59:59,,,4097532,86473,10369545
,2319668,16030,1310,2019-11-29 11:05:45.213000,2019-11-28 23:59:59,,,4097533,1513,10369539
,2319669,16031,422960,2019-11-29 11:05:49.693000,2019-11-28 23:59:59,,,4097534,388401,10369538
,2319670,16032,365037,2019-11-29 11:05:55.253000,2019-11-29 23:59:59,,,4097535,334395,10369997
,2319752,16033,380482,2019-11-29 13:01:04.797000,2019-11-26 23:59:59,,,4097665,343332,10367728
,2319908,16034,371371,2019-11-30 09:49:21.207000,2019-10-31 23:59:59,,,4097905,337137,10370917
,2319909,16035,269645,2019-11-30 09:49:23.323000,2019-10-31 23:59:59,,,4097906,254082,10370918
,2319910,16036,297210,2019-11-30 09:50:32.683000,2019-12-15 23:59:59,,,4097907,278418,10371596
,2319911,16037,226303,2019-11-30 09:50:36.463000,2019-12-06 23:59:59,,,4097908,219990,10371597
,2319911,16037,226303,2019-11-30 09:50:36.463000,2019-12-06 23:59:59,,,4097909,219990,10371598
,2319912,16038,422519,2019-11-30 09:50:40.057000,2019-12-15 23:59:59,,,4097910,387950,10371599
,2320878,16039,285154,2019-12-02 09:14:27.473000,2019-12-10 23:59:59,,,4099171,384858,10143959
,2320879,16040,360606,2019-12-02 09:14:32.580000,2019-12-06 23:59:59,,,4099172,331393,10382649
,2320879,16040,360606,2019-12-02 09:14:32.580000,2019-12-06 23:59:59,,,4099173,331393,10382650
,2320930,16041,420684,2019-12-02 10:01:27.957000,2019-12-02 23:59:59,,,4099228,386368,10382064
,2320931,16042,1301,2019-12-02 10:01:30.283000,2019-12-01 00:00:00,,,4099229,1504,10372825
,2320931,16042,1301,2019-12-02 10:01:30.283000,2019-12-01 00:00:00,,,4099230,1504,10372831
,2320932,16043,361362,2019-12-02 10:01:32.393000,2019-12-01 23:59:59,,,4099231,331978,10372818
,2320932,16043,361362,2019-12-02 10:01:32.393000,2019-12-01 23:59:59,,,4099232,331978,10372836
,2320933,16044,155797,2019-12-02 10:01:34.597000,2019-12-02 23:59:59,,,4099233,157473,10382073
,2320933,16044,155797,2019-12-02 10:01:34.597000,2019-12-02 23:59:59,,,4099234,157473,10382083
,2320934,16045,123174,2019-12-02 10:01:40.657000,2019-12-01 23:59:59,,,4099235,121629,10372822
,2320934,16045,123174,2019-12-02 10:01:40.657000,2019-12-01 23:59:59,,,4099236,121629,10372832
,2320935,16046,357407,2019-12-02 10:01:42.423000,2019-12-02 23:59:59,,,4099237,328848,10382072
,2320936,16047,286985,2019-12-02 10:01:44.827000,2019-12-02 23:59:59,,,4099238,269515,10382077
,2320937,16048,1309,2019-12-02 10:01:46.797000,2019-12-01 00:00:00,,,4099239,1512,10372828
,2320937,16048,1309,2019-12-02 10:01:46.797000,2019-12-01 00:00:00,,,4099240,1512,10372833
,2320938,16049,56415,2019-12-02 10:01:55.060000,2019-12-02 23:59:59,,,4099241,63730,10382076
,2320938,16049,56415,2019-12-02 10:01:55.060000,2019-12-02 23:59:59,,,4099242,63730,10382084
,2320939,16050,1425,2019-12-02 10:01:56.823000,2019-12-02 23:59:59,,,4099243,47798,10382066
,2320940,16051,1508,2019-12-02 10:01:59.010000,2019-12-01 00:00:00,,,4099244,1714,10372819
,2320941,16052,1319,2019-12-02 10:02:06.027000,2019-12-02 23:59:59,,,4099245,1522,10382074
,2320941,16052,1319,2019-12-02 10:02:06.027000,2019-12-02 23:59:59,,,4099246,1522,10382086
,2320942,16053,423119,2019-12-02 10:02:08.103000,2019-12-02 23:59:59,,,4099247,388602,10382070
,2320943,16054,1433,2019-12-02 10:02:10.617000,2019-12-01 00:00:00,,,4099248,1639,10372813
,2322413,16055,357754,2019-12-03 09:50:54.197000,2019-12-12 23:59:59,,,4101215,329155,10383585
,2322414,16056,135808,2019-12-03 09:50:57.463000,2019-12-13 23:59:59,,,4101216,136884,10383586
,2322414,16056,135808,2019-12-03 09:50:57.463000,2019-12-13 23:59:59,,,4101217,136884,10383587
,2322415,16057,284517,2019-12-03 09:51:30.767000,2019-12-03 23:59:59,,,4101218,267340,10383035
,2322415,16057,284517,2019-12-03 09:51:30.767000,2019-12-03 23:59:59,,,4101219,267340,10383039
,2322416,16058,424126,2019-12-03 09:51:33.140000,2019-12-03 23:59:59,,,4101220,389587,10383037
,2322417,16059,1390,2019-12-03 09:51:34.857000,2019-12-03 23:59:59,,,4101221,129621,10383033
,2322418,16060,417199,2019-12-03 09:51:36.390000,2019-12-03 23:59:59,,,4101222,383066,10383032
,2322803,16061,185699,2019-12-04 12:22:58.240000,2019-12-04 23:59:59,,,4101887,184494,10383892
,2322804,16062,359616,2019-12-04 12:23:00.977000,2019-12-04 23:59:59,,,4101888,330630,10383897
,2322805,16063,1380,2019-12-04 12:23:03.147000,2019-12-04 23:59:59,,,4101889,1583,10383891
,2322805,16063,1380,2019-12-04 12:23:03.147000,2019-12-04 23:59:59,,,4101890,1583,10383911
,2322806,16064,287182,2019-12-04 12:23:05.260000,2019-12-04 23:59:59,,,4101891,269713,10383894
,2322807,16065,298022,2019-12-04 12:23:07.730000,2019-12-04 23:59:59,,,4101892,279347,10383896
,2322808,16066,138571,2019-12-04 12:23:13.913000,2019-12-04 23:59:59,,,4101893,156975,10383893
,2322809,16067,133295,2019-12-04 12:23:17.757000,2019-12-04 23:59:59,,,4101894,134223,10383899
,2323025,16068,264420,2019-12-05 10:01:37.367000,2019-12-05 23:59:59,,,4102304,249738,10384702
,2323026,16069,279446,2019-12-05 10:01:40.607000,2019-12-05 23:59:59,,,4102305,262796,10384700
,2323027,16070,255332,2019-12-05 10:01:42.460000,2019-12-05 23:59:59,,,4102306,241995,10384703
,2323286,16071,360609,2019-12-06 09:02:46.550000,2019-12-06 23:59:59,,,4102775,331396,10385529
,2323287,16072,226231,2019-12-06 09:02:52.227000,2019-12-06 23:59:59,,,4102776,328055,10385524
,2323320,16073,122852,2019-12-06 10:28:17.057000,2019-12-21 23:59:59,,,4102825,1827,10345943
,2323320,16073,122852,2019-12-06 10:28:17.057000,2019-12-21 23:59:59,,,4102826,1827,10369542
,2323320,16073,122852,2019-12-06 10:28:17.057000,2019-12-21 23:59:59,,,4102827,154199,10345944
,2323320,16073,122852,2019-12-06 10:28:17.057000,2019-12-21 23:59:59,,,4102828,154199,10369543
,2323320,16073,122852,2019-12-06 10:28:17.057000,2019-12-21 23:59:59,,,4102829,1827,10386636
,2323320,16073,122852,2019-12-06 10:28:17.057000,2019-12-21 23:59:59,,,4102830,154199,10386637
,2323596,16074,1441,2019-12-07 13:25:07.103000,2019-12-22 23:59:59,,,4103337,55760,10387706
,2323596,16074,1441,2019-12-07 13:25:07.103000,2019-12-22 23:59:59,,,4103338,55760,10387707
,2323597,16075,359890,2019-12-07 13:25:10.777000,2019-12-12 23:59:59,,,4103339,330845,10387708
,2323598,16076,365276,2019-12-07 13:25:54.400000,2019-12-07 23:59:59,,,4103340,384706,10386874
,2323599,16077,270534,2019-12-07 13:25:56.087000,2019-12-07 23:59:59,,,4103341,254845,10386872
,2323600,16078,479357,2019-12-07 13:26:02.427000,2019-12-07 23:59:59,,,4103342,145853,10386871
,2323601,16079,1310,2019-12-07 13:26:04.223000,2019-12-07 23:59:59,,,4103343,1789,10386875
,2323601,16079,1310,2019-12-07 13:26:04.223000,2019-12-07 23:59:59,,,4103344,1789,10386880
,2323602,16080,284960,2019-12-07 13:26:08.207000,2019-12-07 23:59:59,,,4103345,267687,10386873
,2323882,16081,364916,2019-12-09 10:47:04.923000,2019-12-24 23:59:59,,,4103877,334084,10388911
,2323883,16082,421656,2019-12-09 10:47:08.890000,2019-12-24 23:59:59,,,4103878,387087,10388912
,2323884,16083,163799,2019-12-09 10:47:12.420000,2019-12-16 23:59:59,,,4103879,163047,10388913
,2323885,16084,420922,2019-12-09 10:48:22.883000,2019-12-08 23:59:59,,,4103880,386518,10387801
,2323886,16085,424262,2019-12-09 10:48:27.550000,2019-12-08 23:59:59,,,4103881,389997,10387798
,2323887,16086,123837,2019-12-09 10:48:37.657000,2019-12-08 23:59:59,,,4103882,122415,10387799
,2323888,16087,1321,2019-12-09 10:48:39.750000,2019-12-09 23:59:59,,,4103883,1524,10388346
,2323888,16087,1321,2019-12-09 10:48:39.750000,2019-12-09 23:59:59,,,4103884,1524,10388350
,2323964,16088,430548,2019-12-09 13:34:01.967000,2019-12-04 23:59:59,,,4104000,396013,10344002
,2324213,16089,166732,2019-12-10 10:49:32.783000,2019-12-20 23:59:59,,,4104561,211203,10389795
,2324354,16090,108534,2019-12-10 17:14:08.173000,2019-12-10 23:59:59,,,4104816,217534,10389229
,2324355,16091,273819,2019-12-10 17:14:12.953000,2019-12-10 23:59:59,,,4104817,257713,10389234
,2324356,16092,356491,2019-12-10 17:14:15.110000,2019-12-10 23:59:59,,,4104818,328040,10389232
,2324466,16093,423234,2019-12-11 09:32:34.193000,2019-12-05 23:59:59,,,4105000,388717,10384701
,2324467,16094,424392,2019-12-11 09:32:38.523000,2019-12-11 23:59:59,,,4105001,389846,10390041
,2324468,16095,229961,2019-12-11 09:32:40.490000,2019-12-11 23:59:59,,,4105002,223293,10390043
,2324469,16096,184477,2019-12-11 09:32:43.007000,2019-12-11 23:59:59,,,4105003,183301,10390042
,2324482,16097,157167,2019-12-11 09:59:11.297000,2019-12-24 23:59:59,,,4105017,158736,10392838
,2324482,16097,157167,2019-12-11 09:59:11.297000,2019-12-24 23:59:59,,,4105018,158736,10392839
,2324718,16098,280452,2019-12-12 09:34:48.213000,2019-12-16 23:59:59,,,4105485,263615,10394882
,2324719,16099,361819,2019-12-12 09:34:50.917000,2019-12-17 23:59:59,,,4105486,332345,10394883
,2324721,16100,80049,2019-12-12 09:34:54.180000,2019-12-27 23:59:59,,,4105490,86393,10394884
,2324721,16100,80049,2019-12-12 09:34:54.180000,2019-12-27 23:59:59,,,4105491,330254,10394885
,2324722,16101,86147,2019-12-12 09:34:57.023000,2019-12-14 23:59:59,,,4105492,93355,10394886
,2324722,16101,86147,2019-12-12 09:34:57.023000,2019-12-14 23:59:59,,,4105493,93355,10394887
,2324909,16102,1564,2019-12-13 09:25:13.270000,2019-12-28 23:59:59,,,4105802,1629,10395514
,2324909,16102,1564,2019-12-13 09:25:13.270000,2019-12-28 23:59:59,,,4105803,1773,10395515
,2324910,16103,284085,2019-12-13 09:25:17.240000,2019-12-28 23:59:59,,,4105804,266895,10395516
,2324910,16103,284085,2019-12-13 09:25:17.240000,2019-12-28 23:59:59,,,4105805,266895,10395517
,2324911,16104,168992,2019-12-13 09:31:54.910000,2019-12-13 23:59:59,,,4105806,167926,10395114
,2324912,16105,1408,2019-12-13 09:31:56.940000,2019-12-13 23:59:59,,,4105807,1613,10395112
,2324912,16105,1408,2019-12-13 09:31:56.940000,2019-12-13 23:59:59,,,4105808,1613,10395121
,2324913,16106,298088,2019-12-13 09:31:58.987000,2019-12-06 23:59:59,,,4105809,279220,10385525
,2324913,16106,298088,2019-12-13 09:31:58.987000,2019-12-06 23:59:59,,,4105810,279220,10395117
,2324914,16107,297114,2019-12-13 09:32:06.970000,2019-12-13 23:59:59,,,4105811,278355,10395113
,2325111,16108,123675,2019-12-14 09:17:18.547000,2020-01-05 23:59:59,,,4106107,122233,10396203
,2325112,16109,423535,2019-12-14 09:18:19.977000,2019-12-14 23:59:59,,,4106108,388976,10395784
,2325113,16110,424454,2019-12-14 09:18:22.133000,2019-12-14 23:59:59,,,4106109,398612,10395786
,2325114,16111,290337,2019-12-14 09:18:25.057000,2019-12-14 23:59:59,,,4106110,272712,10395780
,2325115,16112,61126,2019-12-14 09:18:30.760000,2019-12-14 23:59:59,,,4106111,68158,10395781
,2325115,16112,61126,2019-12-14 09:18:30.760000,2019-12-14 23:59:59,,,4106112,68158,10395787
,2325116,16113,1357,2019-12-14 09:18:33.813000,2019-12-14 23:59:59,,,4106113,124085,10395783
,2325455,16114,48348,2019-12-16 10:33:35.933000,2019-12-31 23:59:59,,,4106701,54734,10397764
,2325456,16115,33259,2019-12-16 10:33:39.357000,2019-12-26 23:59:59,,,4106702,36864,10358241
,2325456,16115,33259,2019-12-16 10:33:39.357000,2019-12-26 23:59:59,,,4106703,36864,10358242
,2325456,16115,33259,2019-12-16 10:33:39.357000,2019-12-26 23:59:59,,,4106704,36864,10397765
,2325456,16115,33259,2019-12-16 10:33:39.357000,2019-12-26 23:59:59,,,4106705,36864,10397766
,2325457,16116,41035,2019-12-16 10:33:43.117000,2019-12-30 23:59:59,,,4106706,46711,10397767
,2325458,16117,238028,2019-12-16 10:34:16.040000,2019-12-16 23:59:59,,,4106707,228901,10397197
,2325459,16118,290487,2019-12-16 10:34:18.273000,2019-12-16 23:59:59,,,4106708,272861,10397198
,2325460,16119,297247,2019-12-16 10:34:20.477000,2019-12-16 23:59:59,,,4106709,278449,10397199
,2325461,16120,375702,2019-12-16 10:34:22.460000,2019-12-15 23:59:59,,,4106710,383409,10396419
,2325462,16121,375717,2019-12-16 10:34:24.443000,2019-12-16 23:59:59,,,4106711,384197,10397196
,2325463,16122,251067,2019-12-16 10:34:31.770000,2019-12-15 23:59:59,,,4106712,238035,10396415
,2325918,16123,359162,2019-12-17 09:54:50.887000,2019-12-21 23:59:59,,,4107710,330258,10398796
,2325919,16124,1400,2019-12-17 09:54:55.337000,2020-01-01 00:00:00,,,4107711,1605,10398797
,2325919,16124,1400,2019-12-17 09:54:55.337000,2020-01-01 00:00:00,,,4107712,1605,10398798
,2325922,16125,136078,2019-12-17 09:56:46.040000,2019-12-17 23:59:59,,,4107718,137163,10398175
,2325922,16125,136078,2019-12-17 09:56:46.040000,2019-12-17 23:59:59,,,4107719,137163,10398180
,2325923,16126,1310,2019-12-17 09:56:49.143000,2019-12-17 23:59:59,,,4107720,1806,10398176
,2326497,16127,281153,2019-12-18 11:00:37.063000,2019-12-25 23:59:59,,,4108674,264220,10359974
,2326497,16127,281153,2019-12-18 11:00:37.063000,2019-12-25 23:59:59,,,4108675,264220,10382078
,2326497,16127,281153,2019-12-18 11:00:37.063000,2019-12-25 23:59:59,,,4108676,264220,10390045
,2326497,16127,281153,2019-12-18 11:00:37.063000,2019-12-25 23:59:59,,,4108677,264220,10399961
,2326624,16128,374111,2019-12-18 12:26:11.523000,2019-12-11 23:59:59,,,4108897,397128,10354560
,2326625,16129,357953,2019-12-18 12:26:13.223000,2019-12-18 23:59:59,,,4108898,329299,10399402
,2326626,16130,184877,2019-12-18 12:26:16.350000,2019-12-18 23:59:59,,,4108899,183708,10399405
,2326627,16131,423618,2019-12-18 12:26:22.020000,2019-12-18 23:59:59,,,4108900,389078,10399404
,2326628,16132,374111,2019-12-18 12:30:40.700000,2019-12-11 23:59:59,,,4108901,385648,10354561
,2326808,16133,422656,2019-12-19 10:19:52.987000,2019-12-19 23:59:59,,,4109224,389681,10400269
,2326809,16134,297401,2019-12-19 10:19:55.320000,2019-12-19 23:59:59,,,4109225,278673,10400267
,2326810,16135,1478,2019-12-19 10:19:57.343000,2019-12-19 23:59:59,,,4109226,1684,10400265
,2326810,16135,1478,2019-12-19 10:19:57.343000,2019-12-19 23:59:59,,,4109227,1684,10400273
,2326811,16136,63628,2019-12-19 10:20:04.667000,2019-12-19 23:59:59,,,4109228,70960,10400263
,2326812,16137,417793,2019-12-19 10:20:06.603000,2019-12-19 23:59:59,,,4109229,383544,10400260
,2326813,16138,130807,2019-12-19 10:20:08.460000,2019-12-19 23:59:59,,,4109230,131566,10400259
,2327236,16139,223447,2019-12-20 09:28:34.390000,2019-12-20 23:59:59,,,4109987,217239,10401224
,2327237,16140,288305,2019-12-20 09:28:36.827000,2019-12-20 23:59:59,,,4109988,270777,10401222
,2327238,16141,253708,2019-12-20 09:28:39.937000,2019-12-20 23:59:59,,,4109989,240432,10401228
,2327239,16142,421468,2019-12-20 09:28:47.090000,2019-12-20 23:59:59,,,4109990,386986,10401223
,2327650,16143,360146,2019-12-21 10:11:51.893000,2019-12-21 23:59:59,,,4111494,331030,10402392
,2327651,16144,259276,2019-12-21 10:12:29.523000,2019-12-21 23:59:59,,,4111495,245386,10402391
,2327955,16145,27302,2019-12-23 09:50:22.797000,2019-12-23 23:59:59,,,4112049,31613,10403568
,2327956,16146,215720,2019-12-23 09:50:26.420000,2019-12-23 23:59:59,,,4112050,262533,10403563
,2327957,16147,360179,2019-12-23 09:50:30.357000,2019-12-22 23:59:59,,,4112051,331059,10403110
,2327958,16148,377796,2019-12-23 09:50:36.343000,2019-12-22 23:59:59,,,4112052,341291,10403108
,2327959,16149,159089,2019-12-23 09:50:38.127000,2019-12-23 23:59:59,,,4112053,160644,10403565
,2327960,16150,295566,2019-12-23 09:50:42.603000,2019-12-22 23:59:59,,,4112054,277165,10403109
,2327961,16151,74339,2019-12-23 09:50:48.230000,2019-12-23 23:59:59,,,4112055,334282,10403567
,2328717,16152,1543,2019-12-26 09:40:26.247000,2019-12-25 23:59:59,,,4113386,124347,10405284
,2328718,16153,136573,2019-12-26 09:40:29.043000,2019-12-24 23:59:59,,,4113387,137660,10404772
,2328718,16153,136573,2019-12-26 09:40:29.043000,2019-12-24 23:59:59,,,4113388,137660,10404780
,2328719,16154,357150,2019-12-26 09:40:31.903000,2019-12-25 23:59:59,,,4113389,329203,10405286
,2328720,16155,418010,2019-12-26 09:40:41.290000,2019-12-24 23:59:59,,,4113390,383705,10404779
,2328721,16156,89535,2019-12-26 09:40:43.227000,2019-12-26 23:59:59,,,4113391,96207,10405895
,2328721,16156,89535,2019-12-26 09:40:43.227000,2019-12-26 23:59:59,,,4113392,96207,10405903
,2328722,16157,420460,2019-12-26 09:40:45.120000,2019-12-26 23:59:59,,,4113393,386100,10405893
